Id,SalePrice
1189,165009.0113235131
270,144865.65050183664
2066,163070.31488003273
693,99680.6586583918
1259,123956.1801439078
2916,138276.0875202413
2321,278771.03980707884
1977,99175.67423425365
1895,141962.30017462908
1240,170543.0323852788
85,157308.97536082965
1823,122197.80910355375
825,291652.14794336935
110,217717.7433885742
697,117114.0270424622
2297,124067.73876951293
1231,135347.25881963532
1355,123466.0500842598
968,334073.5969848767
584,213080.46114099558
1315,121385.8645911226
1606,152622.19086893907
206,113627.86840580229
1685,339784.70678545424
2016,125193.8663654036
869,212076.5005836588
2135,126317.81095229622
2346,164294.44419298752
2430,214638.38997459377
2198,89951.92429856415
2652,125834.6774726428
27,114237.75713945612
241,162567.7665631611
906,113200.50882033167
1506,107818.5146509686
2098,383653.9823239949
1435,213513.5478088341
2213,122233.21117202572
1274,139873.02362713817
743,57981.2056894127
1737,188679.974199335
2797,279493.8418566131
2185,72606.06154972999
58,171458.95036014434
830,193824.32033612573
808,115554.55436210707
680,135036.69467839145
1153,118875.24095022165
1291,122698.97902317285
1818,136361.28495996355
2161,180776.22005742247
1883,118336.169904811
350,404365.2497388115
2473,148980.6779245714
295,165299.31327299972
293,191969.86629104012
859,124404.22375676295
288,64807.86100590266
1578,142020.29159102528
102,163858.2565489336
2831,161524.3340963838
1030,150555.1067689725
2551,150176.16045144363
1286,126487.66136007884
958,303462.4157331633
776,133533.92739607565
72,225788.87817419964
2263,236788.1477058824
1866,143197.31513749342
2876,82218.30954875577
2146,261089.56805926378
103,168843.0879781487
1500,138292.27720312937
492,190428.14189550397
167,150638.62138990333
2597,117538.06734839203
2685,103401.8168524868
1035,172028.8992844431
1220,78325.14833316747
2602,144992.9484778953
2159,202892.4949856558
695,128374.80693938505
1109,243940.6315095646
640,178930.92945225164
1652,142758.97792221312
2090,195253.27923680886
1188,181675.07378790158
2345,241943.42656896453
1059,474570.74333343504
2751,239143.9146376548
128,206861.53704962393
1523,162486.0117857614
2925,187483.0868171596
2145,325395.9729406429
1121,210656.61923990754
566,292763.36844571563
565,246513.4026650333
1331,128018.08910790936
2928,123943.7855632235
156,136819.41424718805
797,129225.50055755448
327,105293.94952915923
2859,130243.68763222882
1453,128987.69447855864
1762,350493.79234409635
1868,215018.4376675604
1760,179547.26992638444
1113,239078.91409515098
1812,189412.8866079768
117,154270.0407711576
1142,205306.92501519911
2342,406558.63926094695
927,137971.84370162373
2478,187759.48525568773
655,82544.53283779554
2064,128097.16198140572
369,262450.2495403057
2239,115638.42700472387
2732,208514.64041353404
1653,160431.62284010145
959,209211.8627159901
2395,339084.6444290032
1412,113057.38848242183
271,234873.122280806
1484,144726.923573708
1497,140486.9114600933
552,164452.14167122138
2,134988.5167153286
1855,320859.3205537887
4,276267.3970536832
2292,146286.68749530133
134,136082.6271761449
646,106240.8893272337
42,290154.7852861571
532,220222.9201975306
713,76628.8242458005
2561,128244.46021977617
2360,127260.54873753458
1333,122452.21056816331
1407,237239.11933680662
2892,293836.4226250827
574,210753.5530761327
1227,180145.6769861958
2591,214173.6716894044
1476,209250.89229307612
1125,240712.2245128908
1446,151358.88451404762
408,131704.1234653811
1101,280421.3800186843
2251,174684.16749940408
373,179182.66043901147
2554,133580.73187080523
2382,268523.11807726143
1985,82807.52869913187
519,223367.63127812592
1093,187334.86675170957
864,256281.42968704534
2889,148649.68196023366
2308,183666.59563307633
986,158740.8613991465
1302,141777.68421345527
585,153700.66577651823
2708,161860.46586847727
147,135345.5381967913
1441,223444.70401454443
383,170788.90667187958
285,143323.73734070247
181,109643.64500969803
358,196681.3478884479
780,155063.30469209512
258,195642.92971767118
1865,211807.51866409913
692,132384.0724988371
2902,333072.65910322947
508,257769.11651310444
2638,140667.68973317556
36,143584.7070300648
611,171278.2710827548
2281,130614.10255334339
1678,120561.19206635456
1696,513013.01666334644
1557,87545.5186430716
2180,149480.00999937012
1726,208616.06165269247
951,149381.68670315968
267,225074.88329653518
2706,127660.31859900978
2221,237651.8168041911
1357,164262.6858080928
2901,311535.5410287182
347,177323.46714829636
2164,188419.39498711657
1586,308559.32774126454
360,150755.89108089337
1769,231273.19182501748
2617,153077.83849872428
1879,135736.4650729091
991,251270.77689597275
1535,110921.98147918147
1191,139038.30024296214
1579,198397.64731400277
1882,153489.00177452975
1510,126757.55158186784
2196,163316.02621963224
1845,163306.77011716444
2336,394613.9977828008
942,94706.48949930457
861,137275.5194028919
2555,117149.20773633725
1392,151037.43337402458
2099,244494.9228252544
1543,133076.09235425005
948,299699.65905485046
1239,185897.93869699788
22,166017.77237852634
2796,238442.51946267113
2747,176388.0223162022
92,271179.23772782553
210,164759.51515779295
1858,196759.21898092204
2228,169180.96424558383
447,217929.91529916212
827,240406.66330479307
1649,187292.12370878158
682,148322.14652240058
2698,117585.32408523007
494,174635.5593906732
214,82728.79924380254
2441,255493.65316596982
2679,117302.81642961623
1336,107065.71434627252
465,180018.23453562238
1524,134790.74864325777
2543,114394.85200599968
631,145161.23957462897
2452,286479.435357548
228,153400.84543494106
126,170865.23253348758
1092,227446.65742173026
1122,189527.79805488148
932,193042.37668332062
1980,84219.55411020217
2171,109346.36846027043
551,173400.47540144745
2768,168622.08384635
2056,113827.41733350218
1159,373456.3012610205
2645,106100.06699286717
1174,166804.195869085
2266,209120.79592186952
2462,452781.7165260692
1219,142538.86538023554
2922,184993.33177802747
118,138586.57196809456
474,162348.2067982556
2576,153208.51559499986
872,286629.38059401547
1077,210156.4829907044
1536,140751.59139418972
1150,115273.29497892747
2341,330731.94788127183
1931,149956.16635917634
2785,128352.14278075914
2538,126980.16575727634
597,211829.12289266486
464,196090.13032547146
233,239748.01732714646
2169,125102.4423797519
2123,168365.86929381575
1867,167056.5231039964
137,266919.6861794265
515,230110.72316226998
933,128919.52980697076
2784,168251.8602717927
972,159894.6039949401
599,164122.54129750046
2614,125906.18987602329
2582,132002.06635248984
1409,161876.44424953143
175,89491.40913395482
352,229011.12583455513
976,107710.05560115844
2134,194906.33986724558
984,117093.28953274392
2396,356611.12026358285
1673,140824.33779036504
404,136083.11585556788
607,154209.93212298944
814,139996.7555605825
868,193926.6101807492
2271,175342.7831146923
1633,244507.69784441098
337,156068.23129930266
2765,183869.81736442613
1746,262972.4478405294
368,317919.49149784737
2806,206847.44364328313
1662,184235.19801500812
1234,212255.3968733658
1373,123301.96259324587
1672,115632.74890885441
1939,115892.21081802243
